text,label
" אין בור מביך יותר בנושא האיסלאם מהשמאלן הממוצע. אין. חמוד, תזכיר לי שנייה כמה פעולות טרור מבוצעות בשם היהדות בכל רגע נתון בעולם? כמה ארגוני טרור יהודים וכמה אנשים שלוקחים חלק בטרור בשם היהדות קיימים בעולם? כמה מיתות כבר גרמה היהדות? וכמה האיסלאם? מי דביל? רמז: אתה",Negative
 זה די מפחיד לחשוב על זה שיכניסו אותך לכלא על רצח רק כי התגוננת מפני מישהו שניסה לרצוח אותך כשמישהו מנסה לרצוח אותך הסיטואציה מפחידה בכללי,Positive
 מחבל,Negative
 כןןן היה מצחיק רצח,Positive
" ועשיתי לו Unsub כי נמאס לי לראות את כל הקליקבייט רצח שלו. אבל אז נכנסתי וראיתי שזו שוב דוגמה ל""רדיקליזציה"" של יוטיוב",Negative
"יש עוד פוליטיקאים שמשתפים איתם פעולה עם המשחק הזה או שבני גנץ לא יודע פוליטיקה? כלומר, הוא לא. אבל זה נוהל בתכנית או שהוא החליט לשרוף את כל הגשרים בדקה סתם כדי לזרום עם אופירה? https://t.co/UTP469g0Zf",Negative
" יש גם את הרש''פ ואת חמאס שהורגים לא פחות מהם, אז מה? ימ''ר ש''י אפילו לא *עצרו* פלסטיני בשנים האחרונות...",Negative
 מי שבחר בדרך הטרור שיהיה מוכן למות. בזיון ששר מגיע לנחם משפחה של מחבל.,Negative
זה סגר כמו שאני ערבי https://t.co/cMIckDNZFH,Positive
" קודם כל זה לא נכון, יותר מדי אחת, וגם אם כן זה יותר מעל יהודים. דבר שני, אני כבר שנים אומר שאבנים זה פיגוע לכל דבר וצריך לטפל במיידים ולא כמו שמטפלים כיום. אתם רומזים שעכשיו כשהמיידים הם יהודים ""מחלחלת"" ההבנה, אבל העובדה היא ששנים כבר יהודים גם מיידים אבנים ולא היו גינויים כלפיהם",Negative
" מדוע אתה בחור איש תקשורת דתי לא מעלה לפריים טיים ולעיתוו את נושא רצח הנער? מה עם ההפגנות, למה לא מזכיר אותן? עד מתי דתיים לאומיים יתחנפו לשמאל כדי להרגיש אהבה ?",Positive
" אני חושב שהסתה פרועה היא זו שמובילה אנשים לשרוף מפגינים אחרים, לא הגינוי שלה",Negative
"פריחה של ארגוני טרור, גל פליטים ממדינות ערב, כלי לחימה שייצאו מכלל שימוש – כל אלה ועוד רבים אחרים עלולים להתרחש בשל #שינוייאקלים כבר בעתיד הקרוב! מהם האיומים המלאים על ביטחון ישראל – ומה מערכת הביטחון צריכה לעשות? חוקרת המכון מסבירה &gt;&gt; https://t.co/VnHkWf0Dl7 https://t.co/xRZ1YO4WQ5",Positive
" הציבור הערבי יהנה מפירות השלום של נתניהו ויוכל לטייל במדינות שלא חלמו עליהן. הסכמי שלום שאתה לא בדיוק תמכת בהם... הזלזול הוא שלכם. מעדיפים את חמאס וחיזבאללה, לא דואגים למגזר שלכם בשיט. הגיע הזמן שהם יתעוררו. מה קרה אתה מודאג מהירידה במנדטים?",Negative
"גדל פה דור שלא יודע מה זה לעמוד שעתיים ליד הטלוויזיה ולהחזיק את האנטנה בדיוק בזווית הנכונה כדי שכל המשפחה, חוץ ממך, תוכל להנות מסרט ערבי.",Negative
 ימח שמם,Negative
 עוטף עזה סטייל,Positive
 השמאל הבולשביקי הקים ק'צטים להשמדת דתם של עולי המזרח כמו מחנה עין-שמר .... סחר ומכר וערך ניסויים בילדי העולים. ערכו של מי שלא נשא פנקס אדום היה פחות מזבל.. בולשביקים סטאליניסטים יחד עם שמש העמים שלהם סטאלין רוצח ההמונים לדיראון עולם.!,Negative
" ארנון, רצח רצח רצח ולא הרג!!! נמאס לנו מהזניית השפה ע״י מהנדסי התודעה",Positive
"פשוט חבורת חברי כנסת עם אפס אחריות, מקווה שמי שידבק או ימות חס ושלום, יתבע אותכם בכנסת על דין רצח. https://t.co/dKg1K5BYeY",Positive
 לא היו צריכים להגיע למצב הזה אבל הגיעו בגלל המדיניות הרופסת של צהל לארגוני השמאל שלא נותנים להם לעבוד. מצב בו ערבי בכלל מגיע לעימות כזה מול חיילים התאפשר בגלל שלא נותנים לצהל לייצר הרתעה. אם לדוגמה היה מקובל לתת לו כל לפרצוף בעימות כזה איזה זה או נגמר שם או לא מתחיל בכלל.,Negative
 הבשורה עצובה יגישו נגדך כתב אישום על רצח עם !!!! אתה תשב בכלוב זכוכית כמו מנגלה !!!!! אתה גורם לאנשים לאבד את עצמם !!!! ביבי תתעורר אתה רדום !!! אין לאן לברוח מאשם יתברך !! תבטל את הערים החכמות אין לנו צורך בבני השטן בשואה !! אלוהים שומר על הבנים שלו !!! אתה אבא,Negative
" ערבי חף מפשע. ערבים לא צריכים להיכנס לבת עין. ושני, אביו של אחד העצורים אמר ברוח דומה - ערבים לא חפים מפשע אלא מחפים על פשע. אלו מחשבות שחוזרות על עצמן באזור החיוג של מבקשי צדק לסנדק. כשלעצמי חושבת שזה מקרה מזעזע ושיש להילחם על צדק שיצא לאור, אך לא רצה להצביע על צביעות של אחרים",Negative
"רק לפני כמה ימים המשטרה זרקה קשיש חרדי לרחוב אחרי ששלפה אותו בטעות מהמיטה. חודשיים לפני זה זרקו פלסטיני במחסום ואמרו לו שיסתדר איכשהו לחזור הביתה. שניהם גמרו בבית חולים. כולם הזעזעו, אפס הפקת לקחים.",Positive
" לא, הם מורכבים מישראלים ששמים בראש מעייניהם מלחמה ב""כיבוש"" ותמיכה בנארטיב הפלסטיני.",Negative
 נכון וכפי שאמרתי לו אין בכלל מה להקשיב לו. הוא מנותק מהמציאות לחלוטין. מוזיקה ההיא הרווח בין התווים... בשביל מה לציין בטווח המיידי? כי בטווח הארוך ברור שהורג. רצח. פשע !,Negative
" מחבל (יהודי, ערבי, קונגולזי או בקיצור כ״א) שיוצא לפגע, ולא משנה אם הוא עושה את זה עם אבן, אקדח, בקת״ב או גוגו, שייקח בחשבון שזה יכול להיות סופו. פשוט לא?",Positive
 מה עם המובטל המליון? הישראלי המליון שמחפש מזון בפחי האשפה? גם איתם תלך להצטלם? או שתדבר איתם רק אם יבצעו מעשה טרור נגד ערבים?,Negative
 🇵🇸 זה דגל פלסטין,Positive
" ביבי יוצר קשרים עם עבאס תומך הטרור, אתה תומך בביבי, אתה לא ציוני .",Negative
 מרד ערבי,Positive
 אתה צריך להיות תושב ערבי תרגיש את זה כל הזמן בצלאל,Positive
 אז פתאום גם מותר לרצוח ערבים סתם ץ?,Positive
 יוסף נפצע בהגנה על הארץ הזו הוא יכול להיות אזרח ישראלי לא ציוני יש לו תעודת הכשר צהלית הלואי עוד כמוהו למילה ציוני יש פרשנויות רבות מבחינתי שירות בצבא זה ציונות גם אם הוא לא מגדיר את עצמו ככזה ואין לי שום בעיה,Positive
 תודה על התשובה. לא קונה את החלק הראשון. מפעל ההתנחלויות החל הרבה לפני האינתיפאדות. אף אחד לא הולך לגור שם בשביל למנוע טרור. 'דפנה את שומעת אולי נעבור לגור מעלה מחמש ליד קרית ארבע כדי למנוע טרור לתל אביב'.. נו באמת אוריאל.,Positive
 ספרת גם כמה אירועי טרור היו של מתנחלים כנגד פלסטינים? וזה מעבר לאלימות הצבא,Positive
 אתה ערבי ואדם נחמד. כמובן לא היחיד. שירבו כמותך!,Negative
 לא יאמן איך מנסים להפוך טרוריסט לקדוש!!,Positive
" האמת שכן. רק מטומטם היה יורה ככה כשהחברים שלו צמודים ל""פלסטיני"".",Negative
" אחד חייל, השני לא. אחד חי ויש סיכוי להחזירו, השני כבר מת. וזה לא קשור להיותו מתנחל. לא זוכרים אותו כמו שלא זוכרים רבים אחרים (חילוניים, דתיים, קיבוצניקים, מושבניקים, עירוניים, גברים, נשים) שנרצחו בפיגועים.",Positive
" אתה עוסק בשולי, כך נראה כיבוש, מי קובע מהו חוקי, האם יש לתושבים זכויות, האם הם זוכים לייצוג בגופים שמחוקקים, קובעים תקנות וכללים שמשפיעים על חיי היום יום, ובכלל איך קורה שאנשים לא חמושים נורים למוות מבלי שהיוו איום",Negative
"RT: המשטרה גרמה השבוע למותו של צעיר יהודי בשומרון, חבריו מפגינים בירושלים ושלחו עליהם מכתזית, אחרי שהפעילו אלימות נגדם בהפגנה הקודמ…",Negative
"ציוני הוא אדם שתומך בזכות העם היהודי להגדרה עצמית במדינת ישראל. העובדה היא שהיום ערבים רבים במפרץ ולא רק, שמגדירים עצמם ציונים. אם הם יכולים אז למה יוסף לא? המילה ציוני נחשבת מחוץ להקשר האמיתי שלה כקללה בתרבות הערבית. כל אדם שתומך בשלום/נורמליזציה עם ישראל מקללים כ""ציוני"".",Positive
 מחבל שיושב עם חליפה בכנסת הוא אימן עודה,Negative
"אבל ערבי כן, יהודי רוצח ערבי זה דווקא סבבה https://t.co/VJf7mRsxOj",Negative
"אני זוכר שלגלגו על ה""חמולות שמצביעות לשס בגלל תקציבים"", ומדהים שהם לא עצרו לחשוב על זה שבין הגזענות של ה""זועביז"" והרתיעה של השמאל הציוני מהערבים לבין כסף, ברור שעדיף לקחת את הכסף. ממילא מקבלים קדחת בכל השאר.",Negative
" אוחנה גזען נטו ! מתי לאחרונה ביקר בבית ערבי לנחם את ההורים שבנם נהרג כשברח מניידת משטרה ? מי שנמלט מניידת משטרה עושה תאונה ונהרג ,גם אם היה רק הנוסע שישא באחריות ללא הבדל דת גזע או מוצא למה אוחנה לא הפנה אצבע מאשימה להורים שכשלו בגידול בנם ?",Positive
"תחשבו לכם שהיה בימ""ר תל אביב ""מפלג לפשיעה אתנית"" שהיה מטפל בכ-100 תיקים בהם החשודים היו אתיופים ו1-2 בהם החשודים היו לבנים. זה בגדול הטענה. הבעיה בטענה היא שלהבנתי בתיקים רבים של מניע לאומני ערבי זה הצבא והשב""כ שמטפלים ולכן הפער. 3/4 https://t.co/mfDqatb6Vi",Negative
"""היום הסורים הולכים ללמוד שהיד שמנענעת את העריסה יודעת גם קראטה"" ניקי מינאג, קדם ארוויזיון לחיילי צד""ל ומשפחותיהם, סופר יודה סניף פנמה סיטי עודפים, 1952",Positive
" כי הציונות הדתית היא כת נטמעת. האג'נדה העליונה שלה היא כיבוש תפקידי מפתח, בכל מחיר. ואז כשאלו נכבשים על ידם, הציונים הדתיים נטמעים לתוך משרותיהם והופכים רדיקלים ממעסיקיהם. להלן מס דוגמאות מזערי: שי ניצן מנדלבליט בנט",Positive
 מאן אונלי האב פור מודס: בונה את בית המקדש השלישי רוצה לרצוח את כל הגויים לומד תורה עם ההומיז נזכר בזמנים שבהם הוא היה צדיק ובוכה לקדוש ברוך הוא על נשמתו החוטאת,Negative
 ברור שכן יותר ציוניות. יש לך ספק לדוגמא שיאיר גולן שנתן עשרות שנים למען המדינה תוך סיכון הנפש הוא פי 1000 יותר ציוני מאייכלר וליצמן שעושים הכל להעדיף את האינטרס הקהילתי על פני האינטרס הציוני הלאומי?,Negative
" על רצח של ילד לא קורה פה כלום . המדינה נכבשה ע""י שונאי יהודים.",Negative
 רזי וצרור ראיינו אבא של ערבי ישראלי הרוג מאירועי אום אל פאחם שקרא בשידור חי ברדיו לנקום ולרצוח את אהוד ברק כתגובה על התנצלותו של ברק על האירועים ההם. וסיימו את הריאיוו כלאחר יד. כאילו לא קרא כלום.,Negative
נייל אנטישמי,Negative
 מפעל ההתנחלויות הוא סרטן בלב האומה היהודית הפכתם אותנו לעם מייצר טרור,Positive
" נקודה מעניינת. בשביל זה יש סייגים בחוק במקרה של טרור ופח""ע. ברור שצריכה להיות הפרדה בזכויות בין רוצח המונים ללוגם שפמניה (על חשבוני)",Positive
"RT: עקיבא נוביק: ""בוקר טוב"" אלי ציפורי: ""נוביק הטהרן ממשיך להתקלמן וללקק את ישבנו של פייק דרוקר, נתי קקי וגליקמן צואת תאואים. למ…",Positive
" יהודיהוא אח שלי, הוא לא פוגע בריבונות המדינה והוא לא שולל את קיומה ולכן זריקת אבנים שלו לא מתקרבת בחומרתה לזריקת אבנים של ערבי",Negative
 גרמנים בדמות שוטרים ישראלים אלוהים ישמור. כמעט רצח אותו.,Negative
 בערך אחד מכל 200 אנשים שחטפו קורונה ימות ממנה. כל יום שבו המחלה הזאת ממשיכה להסתובב פה אלה אנשים שמתים באופן וודאי. העובדה שיש פוסקים שלא מסוגלים לתת פסיקה לא אינדבדואלית (כי הנפגעים הפוטנציאלים לא ידועים) היא מזעזעת בעיני.,Positive
"מכונית תופת התפוצצה בנאשוויל, טנסי. המשטרה: פיגוע מכוון. נזק רב, צפו: https://t.co/pbcv3XssaP",Negative
" מדהים כמה חרה אדם יכול להיות!! אתה מדגים את זה טוב מאוד. סיטואציה קשה ובעיתית מאוד, אדם נפצע כי מחבל במדים שיכור כוח החליט שזה מה שצריך לקראות. ולמרות זאת אתה מחליט להתייחס בצורה עלובה ואטומה, שלא מביישת גזען נאצי שלא מתרגש גם מרצח בדם קר אדם לא חמוש וחסר ישע!",Negative
"הפיתוחים החדשים שישמשו את צה""ל נגד ארגוני הטרור: בעוד ארגונים כמו חמאס וחיזבאללה שכללו את יכולותיהם בעזרת מערכות שהגיעו לשוק האזרחי, בצה""ל פועלים להטמיע טכנולוגיות מתקדמות שיאפשרו קישוריות בין זרועות הצבא. הפרויקטים שיאפשרו לצבא להיערך למלחמה הבאה https://t.co/mrhxB9yhDK",Positive
 בא לי להגיד לכם לשרוף את המשרד אבל חבל על גזי החממה,Negative
 אני לא שונא או אוהב אנשים לפי הרחם שממנו הם יצאו לעולם. מחבל הוא מחבל בין אם הוא חובש כיפה או כאפיה,Negative
 אין לך בושה? יש לך ראיה כל שהיא כדי להגיד שהילד עסק בפעולת טרור??אחר כך תספר לכולם שאתה איתונאי...,Negative
" מצביעי ליכוד מצביעים מחל. אם נתניהו ימות חס וחלילה מחר בבוקר, הם ימשיכו להצביע מחל. הם הצביעו מחל גם בשביל בגין, שמיר, שרון וכו'. מחל זו מפלגה. ביבי זה כת.",Positive
"שמעתי שאתה אחראי על הדוחות של עיריית תל אביב כי אתה הבעלים של יד שניה ביפו מאחורי הקלעים. מי שקונה מקבל דוח והכסף הולך אליך. זה לא מקובל בשום קנה מידה. אתה טרוריסט, עבריין ומרגל נאצי, סוחר סמים ואתה תתן את הדין 💺💉 https://t.co/A0wBvps3AX",Negative
"והכי גרוע - כותב הטור חוזר שוב על השקר שהימין מפמפם במשך שנים לפיו הח""כים הערבים מתעסקים רק בענייני הרשות הפלסטינית והנושא המדיני, בניגוד לרצון הבוחרים. מי שעוקב אחר חברי המשותפת יודע שהמציאות הפוכה לחלוטין והם עסוקים בעיקר בחברה, בריאות ופשיעה. חבל שדווקא כותב ערבי ממחזר שקרים",Positive
 אני מעדיפה חבר ערבי ולא שמאלני . זה ברור !!! שמאלנים הם בוגדים בערכים . בוגדים בעמם . בוגדים במדינתם . ימנים וערבים - נאמנים לעמם ונאמנים לערכים - חשוב ביותר !!!!,Negative
 הגענו למצב שמכסים על רצח.... גם עם זדורוב רצו לכסות על הרוצח/ת האמיתי/ת.....,Negative
" למה אני מצביע נתניהו? כי המצב הכלכלי שלי מצוין, המצב הבטחוני שלי מעולה, כי אני בעד שלום, כי אני מרוצה מהתפקוד שלו בקורונה (מהלך מבריק עם החיסונים, התחסנת כבר?) ומעל הכל - כשנתניהו בשלטון, יש הכי מעט הרוגים מפיגועי טרור. את אולי מתגעגעת לימי האוטובוסים המתפוצצים. אנחנו פחות.",Negative
" כמעט כמו בעלים ערבי לבית""ר ירושלים",Positive
" לא כתבתי שהוא תמים. האמת היא, שאין לי מושג.. היה טוב, אם המשטרה היתה פחות מתעסקת בשחרור גירסא חדשה כל יומיים ויותר בחקר האמת. כבר היה מקרה שהאשימו אדם במעשה טרור נגד שוטר ולקח זמן עד שהאמת יצאה לאור. לאיש קראו אל-קיעאן. המשטרה צריכה להיות זהירה ולחקור ולא לנסות לטייח כל חשד לכשל.",Positive
 לא מספיק מטח רקטות על העיר עכשיו גם זה? איך בכלל מצופה מהאשקלונים לעמוד בגזרה הזו?,Positive
 ממש לא בישראל ..לפי מה שהבנתי ממה שאמר..הרושם שלי סעודיה או מדינה קרובה ..אולי אוצרות של שבטי היהודים שנשחטו על ידי מוחמד..חייבר קורנייש??,Negative
RT: בואו נדבר שניה על עוגיות פמיניסטיות. עוגיות פמיניסטיות הן בדיחה על כל גבר שרוצה קרדיט או פרס על זה שהוא לא אנס למרות שלא לאנו…,Positive
"טס לחו""ל רק בשביל ערבי השירה בציבור ומועדון הספר במלוניות פיקוד העורף",Positive
" ידעו ותמכו בבולשביזם, כל מי שסחר ומכר בילדי העולים תוך גזלת תינוקות מחיק אימותיהם והעדפת פרה חולבת בישראל מול כל יהדות אירופה שתלך לגורלה ,ראוי שלא נראה את פרצופו לעולם. כל ראשי הממשלה של הימין היו שליליים, בגין,שרון רוצחים, שמיר רוצח אטום,נתניהו צדיק ביניהם בסה""כ חמגשיות וסיגרים",Positive
"ערוץ הטלוויזיה ""אל כופיה"" של מוחמד דחלאן ישדר מחר את החלק הראשון בסדרה דוקומנטרית על התוכנית של יו""ר הרש""פ מחמוד עבאס ""לחסל את מוחמד דחלאן"". https://t.co/tF10Wf3GZT",Negative
"RT: אתמול הלך לעולמו גילברט נקש, מנהיג חשוב של השמאל התוניסאי, יהודי ממשפחת נקש. הוא היה אנטי ציוני וקרא להפריד בין יהדות לצי…",Positive
" נו באמת... תתאמצי טיפה יותר. המשותפת הם לא בעלי ברית, אין שום הסכמים ו״עסקאות״. הליכוד מבקש את אימון האזרחים הערבים שמוכנים לשיתוף פעולה עם ״מדינת היהודים״. הליכוד מבקש להשיג מנדטים. ובכלל, הם אזרחים ומגיע להם זכויות אזרח מלאות בלי קשר. אנחנו יודעים לעשות את ההפרדה בין אויב לחבר.",Negative
" ואתה מעודד מידור שר בטחון? אתה ציוני? אתה קורא לרמטכל במיל"" שתרם קצת יותר ממך.צנון.עד מתי שונאי ישראל. אנשטימי שכמותך",Negative
 אינתיפאדה שנייה ותוצאותיה,Positive
" אם תחקור היטב תמצא שדעותיהם של אנשי רעמ לא שונות בהרבה , אם בכלל, מדעות שאר אנשי הרשימה המשותפת. עכשו , אם הממשלה של נתניהו יכלה להשקיע במגזר גם ככה, מדוע צריך להיות שר ערבי בממשלה בשביל זה? הממשלה אמורה לדאוג לכל האזרחים, לא לכל קבוצה יש ייצוג בממשלה.",Positive
 חיסנו 400 אלף איש שרובם מאוכלוסיות בסיכון. מה הסיכוי שאף אחד מהם לא ימות בימים שאחרי החיסון?,Positive
" יש תקנים של משרד החקלאות לגידול ומכירת תות שדה. יש כשרות למי שרוצה, שכל מהותה היא הדברת מזיקים. אין שום צורך בהגדרה נפרדת לתות ""ערבי"" כאילו יש הבדל בין תות בלי כשרות בגידול יהודי לערבי.",Positive
אין לי בעיה עם כימיה אבל שעתיים ברצף בסוף היום זה קשוח רצח,Positive
" תגיד אנטואן, כורדי בסוריה או עיראק הוא ערבי? ברבר במרוקו הוא ערבי? מה עם דרוזים בישראל? הם יהודים? הם מדברים עברית וללא מעט מהם יש שמות פרטיים ישראלים. שכל אחד יגדיר את עצמו איך שבא לו. אני מרוקאי, וכמו לפחות חצי מהמרוקאים(הלא יהודים) לא מחשיב את עצמי ערבי.אגב אחותי כן. לך תבין",Negative
 רק חבל שקניתי את מה שהיא ניסתה על אליאן זה סתם עשה לי פריחה ןזה היה יקר רצח,Positive
" אם מישהו כולא אישה במרתף ואונס אותה במשך 7 שנים ובסוף היא מתה מבעיות היגיינה - הוא לא התכוון להרוג אותה, אבל האם זה לא רצח?",Positive
"מצד אחד, יש את הידיעה עצמה מצד שני, יש את העובדה שזה מפורסם ב״חדשות ערוץ הגברים״ מצד שלישי, תמונת האילוסטרציה היא של שוטרת, ברמיזה לאיך נכנסו למלונית (בניגוד לשוטר שאולי עזר) ואתה לא יודע איזה חלק של האנושות לשרוף קודם, זה מאוד מתסכל הקטע הזה https://t.co/iwxyOpMDYL",Positive
" ביביסט שקרן, מי שלח אותך? טופזית? אוריך? עלק ניסיון רצח. אפס",Negative
" הם לא שמאל ציוני, אף אחד לא מתלבט בינם לבין לפיד...",Positive
 זה משכיר שהשלום עם מצרים כמעט התפוצץ על מי יחזיק את עזה - ניסינו לדחוף אותה למצרים והם סירבו בתוקף,Positive
 אני רוצח ילדים קטנים,Negative
"רוצח על הכביש: בין הר הצופים לגבעה הצרפתית, נהג רכב ערבי נכנס מהנתיב לפניה שמאלה, רגע לפני שנהיה ירוק בנתיב הישר וכמעט גרם לתאונה קטלנית. אחרי שהנהג העיר לו ברמזור הבא, הוא יצא ואיים על הנהג. https://t.co/ToliEGVXtl",Positive
" אבל גם שם, מחבל שדוקר חייל בחיכוך (נניח שלא תכנן לדקור ולקח משהו כשהמריבה התחילה), זה נורא, אבל לא אותו דבר כמו חבורת מחבלים שמתנפלת על אזרח או אזרחית תמימים לחלוטין באמצע הרחוב. לא הסכמנו לא להסכים כבר? :)",Negative
" ואני עד היום לא הצלחתי להבין, מה לעזאזל ההבדל, בין מלמול תפילות לחבר הדמיוני בנוסח ""מוסלמי"", הנ""ל בנוסח ""יהודי"" והנ""ל בנוסח ""נוצרי"". בעיני הכל בְּדִיּוּק אותו בולשיט אידיוטי.",Positive
RT: אחד הומו והשני רוצח הומואים.,Positive
 ביבי יוכל ליבא ערבי מחמד מאמריקה יש שם הרבה .,Negative
" בינוניים? זה האנדרסטייטמנט של השנה. יותר כמו: עלובי נפש, פושעים, גנבי דעת, מטילי טרור, מפיצי פייק מדע, אוייבי הציבור, שקרנים ורמאים, נוכלים, מנתקי משפחות, הורגי קשישים, סוהרי הציבור, מדכאי הילדים, מחסלי החינוך, מרסקי החברה, מחסלי הדמקורטיה, מפרקי הסולידריות החברתית, יוצרי העוני.",Positive
" אבל לא כ""כ מבין מה ההשוואה תורמת. שליט היה: א. חי. ב. בשבי ממושך. אשרי נמצא מת תוך יום או יומיים, רצח נורא אבל אף פעם לא הציב אותנו מול איזושהי הכרעה מדינית או מוסרית.",Positive
"ימות המשיח בפתח מכיוון שהאשראי שלי עוד לא הגיע, אמא שלי שעד היום מתכחשת לעובדה שאני מעשנת, הציעה להלוות לי כסף בשביל לקנות *טבק* כןכן. טבק. אמא. טבק. סיגריות. אמא.",Positive
"ואוו😳... ישראל סוף 2020.. כרגע הבנתי שאני תקוע במגדל השן..מנותק מהמציאות .. ארבלאו מתאר כאן ..את פצצת הזמן שהחלה לתקתק בקול חזק ושתתפוצץ בדור של הילדים שלנו הסתכלנו על אירן שכחנו את הבית,אחת יוצאת וחוזרת מרוסקת ממראות של אב ערבי מפרק את הבן שלו ברחוב ..השני בתא נחשף לאנטישמיות https://t.co/BIyYC0S4Zv",Negative
 אני רק שאלה....ומה מבחינתך ערבי ראוי להערכה אחד שרוצח אותנו ושולל את קיומה של מדינת ישראל🤔...,Negative
" נשמע כאילו שאתה מרוצה מכך שהוא מת, על אף שאין בדל של ראיה שהוא זרק אבן. אוטו-אנטישמי משהו? (בהנחה שאתה יהודי)",Negative
" לדעתי, הטענה 'ביבי מפלג ומסית' היא עלילת דם אנטישמית. את ז'בו הם כינו היטלר, בגין רוצח, שמיר מושחתים נמאסתם, נתניהו המפלג והמסית. ואת עם ישראל הם מכנים צ'חצחים, פשיסטים, מתנחבלים, מנשקי מזוזות, דת של פרימטיבים, מזרחיים-ערבים-יהודים... השמאל אותו השמאל השנאה אותה שנאה. https://t.co/IE2LMpOw7Z",Positive
כמובן צריך להזכיר. הם תומכים במחבלים. אם שמאלנים היו דורשים ככה חקירת מות מחבל המתנחלים היו צועקים בוגדים מעל כל במה.,Negative
" למה, דווקא הכי מדוייק. בני אדם לא מצליחים לתפוס את הזמן שעובר לגבי עצמם, רק אחרים נהיים זקנים. מבחנתי אני עדיין משחק כדורגל כמו בן 16, עד שבועטים לי ברגל ואני לא יכול ללכת חודש. לגבי ארגנטינאים אני מחלק 100 אחוז, אבל מתנחל מוריד 50.",Negative
" אין שום דרך להקים ממשלת ימין בכנסת בלי שסער , בנט ונתניהו ישבו ביחד. מי שלא מוכן לשבת ביחד עוזר לשמאל.שסער יתבגר. אף אחד לא מכשיר תומכי טרור. עשו עכשיו ארבעה הסכמי שלום בלי ויתור על שטחים ועקפו את הפלשתינאים והפכו אותם לבלתי רלבנטים ואתה מדבר על אידיאולוגית שמאל",Positive
" רגע. רגע. שולף את הערבומטר שיש לי כציוני לבדוק עד כמה ערבי אתה😅 יוסף, מכיר את דמותך מציוצים ומאמרים, אתה מקשה על אנשים בינאריים",Negative
" אבל בדומים פלסטינים צריך לירות, נכון? עזבי, ראיתי שאת ממש רוצה לשבת לקפה עם מחבל יהודי. את אשכרה לא מצליחה לראות את הבעייתיות בהגדרות שלך?",Positive
" אולי תתפלא, אבל אתמול נערכה הפגנה מול ביתו של אחד השוטרים, במעלה אדומים. בני הנוער שהפגינו ברחוב קראו ""א' רוצח ילדים"". עם יד על הלב - הוא ובני משפחתו יכולים לצאת בשלווה מביתם?",Positive
" וכותבים מכנה. ותתפלא, לומדים איתי באונברסיטה המון ערבים ולפחות אלו שאיתי לא מעוניינים לרצוח אותי, להבדיל מאלפי ימנים שמאחלים מוות לשמאלנים",Negative
"#اللد مقتل الحاج سلمان القحص ابو ابراهيم الزبارقة 54 عاما▪︎تم اطلاق النار عليه وهو في سيارته بالطريق الى المسجد لتادية صلاة الفجر. #לוד עוד קורבן רצח סלמאן אלקאחס אבו איברהים אלזברגה, בן 54, נורה בעת שהיה במכוניתו בדרך למסגד לתפילת שחרית. https://t.co/2wWBKZyWaR",Positive
 יש לך את זה ביותר אנטישמי?!,Positive
 שלטון ציוני שרודף יהודים גרוע ממחבלים . https://t.co/fDkS6FeTWo,Negative
"אבו מאזן מהרשות הרצחנית שישראל מתעקשת לשתף איתה פעולה, מעביר בבת אחת משכורת לשלושה חודשים למחבלים ובני משפחתם, אתם מבינים למה משתלם כלכלית לרצוח ישראלים ויהודים ואנחנו נמשיך להסתובב בארץ כשבכול רגע מחבל ערבי שמבין שזה משתלם לו ירוצץ את ראשנו ידרוס, וידקור https://t.co/pktuykDxHC",Negative
RT: המפגינים לא פוגעים בשום עם. זה משרד הבריאות והממשלה שעושים למדינה מגה פיגוע. עברו 6 חודשים ושום תגבור משמעותי לבתי ה…,Positive
RT: צפו: בני גנץ מבטיח לפעילת שמאל קיצונית למנות שר ערבי מהרשימה המשותפת https://t.co/ZiwKmwHOm8,Negative
" כיבוש מבחירה. כיוון שחמאס לא מתמזג לרשות, אין מדינה פלסטינית.",Negative
 מי שואל אותך? מעודדת רצח ילדים.,Negative
 החרדים עשו למדינה מה שאף צבא ערבי לא הצליח. לא חושב שבשום מלחמה שהייתה נגרם נזק כמו שבני ברק וכמה שכונות בירושליים וישובים חרדיים גרמו,Negative
"זה אותו האיש שטרח להתייצב בכל אתר פיגוע כשהיה באופוזיציה. אפשר רק לדמיין מה היה עושה היום. ומצד שני (אותו צד, בעצם), זה מדגיש את אפסות האופוזיציה הנוכחית. https://t.co/lCzKfRckIP",Negative
 חמוד אם אתה כובש למה אתה נמצא פה לך לאירופה משם הגעת לכבוש את הארץ לעומתך כמזרחי זו הארץ שלי אני לא הגעתי לפה לכבוש אלה אתה שמודה שאתה כובש למה אתה חושב שבעיני ערבי תל אביב ושכם שונים,Positive
"נסראללה מגלה שנפגש עם מנהיג חמאס, איסמאעיל הניה, כמה פעמים במהלך ביקורו האחרון בביירות ונשמע אופטימי בנוגע להחזרת היחסים בין חמאס לאסד למסלולם, אבל באותה נשימה אומר שזה ייקח זמן",Positive
 לו רק היה לך במה להתעסק הרי ימכרו אתכם לערבים תגידו כבוד ואם שמאל היה עושה תקראו לו עוכר ישראל ..ככה זה כשאין שכל הדאגות נעלמות,Positive
